"A Jack Russell Terrier holding a sign that says ""I didn't use M.Acadamy"". The scene is a mug shot. The Jack Russell is wearing a black leather jacket. The dog collar has a Magento logo as the tag and ""Magento"" imprinted on the collar. The dog's paws are holding the sign, not human hands.",https://bflapistorage.blob.core.windows.net/public/f7dac385599c4b8a8f445dd360ccc7d5/sample.jpg
"Two Frida Kahlos seated side by side, holding hands, with a small Jack Russell Terrier on each of their laps, Frida Kahlo style, created by Frida Kahlo in the style of Frida Kahlo.",https://bflapistorage.blob.core.windows.net/public/5bef450625b0446aaf744fde10a9de42/sample.jpg
"A Jack Russell Terrier holding a sign that says ""I didn't use M.acadamy"". The scene is a mug shot. The Jack Russell is wearing a black leather jacket. The dog collar has a Magento logo as the tag and ""Magento"" imprinted on the collar. The dog's paws are holding the sign, not human hands.",https://bflapistorage.blob.core.windows.net/public/8ae173e4a37447c9b2f74b550ecc6d9d/sample.jpg
"A Jack Russell Terrier with paws holding a sign that says ""I didn't use M.acadamy"". The scene is a mug shot. The Jack Russell is wearing a black leather jacket. The dog collar has a Magento logo as the tag and ""Magento"" imprinted on the collar. The dog's paws are holding the sign, not human hands.",https://bflapistorage.blob.core.windows.net/public/c2c15802da174aafb40cb76b9cf027d4/sample.jpg
"A Jack Russell Terrier with dog paws holding a sign that says ""I didn't use M.acadamy"". The scene is a mug shot. The sign is being held by paws and not human hands. DO NOT USE HUMAN HANDS The Jack Russell is wearing a black leather jacket. The dog collar has a Magento logo as the tag and ""Magento"" imprinted on the collar. The dog's paws are holding the sign, not human hands.",https://bflapistorage.blob.core.windows.net/public/ea809b8018644be79fcd46b15e7fd7ba/sample.jpg
"A mugshot photo of a Jack Russell Terrier with a sign that says ""I didn't use M.acadamy"". . The sign is being held by paws and not human hands. DO NOT USE HUMAN HANDS The Jack Russell is wearing a black leather jacket. The dog collar has a Magento logo as the tag overlaping the sign and ""Magento"" imprinted on the collar.",https://bflapistorage.blob.core.windows.net/public/0eba7ea372ae458b8c8ab7574271c7d5/sample.jpg
"A mugshot photo of a Jack Russell Terrier with a sign that says ""I didn't use M.acadamy"". The Jack Russell is wearing a black leather jacket. The dog collar has a Magento logo as the tag overlaping the sign and ""Magento"" imprinted on the collar.",https://bflapistorage.blob.core.windows.net/public/9191dedc57f248c98fdeb4c563274e02/sample.jpg
"a high resolution photo of a developer working on her apple computer, a lite Magento sign is in the background just out of focus. ",https://bflapistorage.blob.core.windows.net/public/90c5106fdee649f5a02df7be1bbd5fa8/sample.jpg
"a high resolution photo of a developer working on her apple computer, a lite Magento sign is in the background just out of focus. "
"a high resolution photo of a developer working on her apple computer, a lite Magento sign is in the background just out of focus. "
A poster from the 1980's showing a man looking at the camera with a mullet 
"an iconic image of a man from the 1980's with a mullet, holding a sign that states ""I'll be right back"""
